sound_id,category_audio,categories_use,recommended_noise,mix_ratio_layer1,mix_ratio_layer2,needs_review,source_note,TH_C_score,DN_S_score,SS_R_score,SM_F_score,HB_M_score,profile_score_note
water_waterfall_strong_flow_people_forest_lower_waterfall_evening_zenny_fall_telluride,river,"relaxation,daily",brown_lowpass_1000,0.70,0.30,true,[FROM_FILENAME_INFERENCE: strong+people = двойно non-sleep; SUSPECT — needs spectral check],6.2,6.2,5.0,6.2,4.5,"TH_C=6.2[sp4.0/u7.5/n9/d5.0 neutral] | DN_S=6.2[sp8.0/u3.0/n8/d5.0 +waterfall,+low] | SS_R=5.0[sp4.0/u4.5/n8/d5.0 -strong] | SM_F=6.2[sp4.0/u7.5/n9/d5.0 neutral] | HB_M=4.5[sp2.5/u6.8/n5/d5.0 -strong]"
water_waterfall_waterfall_medium_flow_01,river,"relaxation,daily",brown_lowpass_1000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: medium_flow waterfall = умерен],7.3,7.2,5.8,7.5,5.9,"TH_C=7.3[sp6.0/u7.5/n9/d9.0 neutral] | DN_S=7.2[sp9.5/u3.0/n8/d9.0 +waterfall,+low] | SS_R=5.8[sp5.0/u4.5/n8/d9.0 neutral] | SM_F=7.5[sp6.5/u7.5/n9/d9.0 neutral] | HB_M=5.9[sp5.0/u6.8/n5/d9.0 neutral]"
water_waterfall_waterfall_the_trolls_road_20m_from_river,river,"falling_asleep,relaxation",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: 20m_from_river = distant perspective],6.7,7.9,6.3,6.5,6.8,TH_C=6.7[sp7.0/u6.0/n6/d9.0 +river] | DN_S=7.9[sp7.5/u6.8/n10/d9.0 +waterfall] | SS_R=6.3[sp5.0/u5.2/n9/d9.0 neutral] | SM_F=6.5[sp6.5/u6.0/n6/d9.0 neutral] | HB_M=6.8[sp5.0/u7.5/n8/d9.0 neutral]
ambience_tropical_water_source_palm_leaves_wind_soothing,underwater,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,false,"[FROM_FILENAME_INFERENCE: tropical+palm+soothing = ambient surface, не подводно]",7.1,6.5,6.1,6.5,7.8,TH_C=7.1[sp6.5/u6.0/n9/d9.0 neutral] | DN_S=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SS_R=6.1[sp5.0/u5.2/n8/d9.0 neutral] | SM_F=6.5[sp5.0/u6.0/n9/d9.0 neutral] | HB_M=7.8[sp9.0/u7.5/n5/d9.0 +leaves]
ambience_underwater_active,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: active = не за sleep; underwater → pink_lowpass_4000],6.5,5.8,5.3,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.3[sp3.5/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_01,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: complex = текстуриран → meditation],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_02,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_03,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_04,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_05,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_06,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_07,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_08,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_09,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_10,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_complex_evolving,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: evolving = постоянна промяна → не sleep],6.5,5.8,5.9,7.1,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=7.1[sp7.0/u6.8/n7/d9.0 +evolving] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_dark_eerie_roaring,underwater,meditation,pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: eerie+roaring = мрачно само meditation],4.2,4.6,2.9,5.0,3.2,"TH_C=4.2[sp2.0/u2.2/n10/d7.5 neutral] | DN_S=4.6[sp5.5/u1.5/n6/d7.5 neutral] | SS_R=2.9[sp0.0/u3.0/n6/d7.5 -eerie,-roar] | SM_F=5.0[sp5.0/u3.0/n7/d7.5 neutral] | HB_M=3.2[sp1.5/u2.2/n6/d7.5 -roar]"
ambience_underwater_dark_eerie_slow_moving_stutter,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: slow_moving_stutter = бавни transients],5.7,6.1,4.8,6.2,5.2,TH_C=5.7[sp3.5/u5.2/n10/d7.5 neutral] | DN_S=6.1[sp7.5/u3.8/n6/d7.5 +low] | SS_R=4.8[sp2.5/u6.0/n6/d7.5 -eerie] | SM_F=6.2[sp5.0/u6.8/n7/d7.5 neutral] | HB_M=5.2[sp3.5/u6.0/n6/d7.5 neutral]
ambience_underwater_deep_01,underwater,"sleep_deep,meditation,falling_asleep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: чисто deep underwater → ideal sleep_deep],6.9,8.9,6.1,6.3,6.6,TH_C=6.9[sp5.0/u6.8/n10/d9.0 neutral] | DN_S=8.9[sp9.5/u10.0/n6/d9.0 +deep] | SS_R=6.1[sp5.0/u6.8/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.6[sp5.0/u8.2/n6/d9.0 neutral]
ambience_underwater_deep_02,underwater,"sleep_deep,meditation,falling_asleep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.9,8.9,6.1,6.3,6.6,TH_C=6.9[sp5.0/u6.8/n10/d9.0 neutral] | DN_S=8.9[sp9.5/u10.0/n6/d9.0 +deep] | SS_R=6.1[sp5.0/u6.8/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.6[sp5.0/u8.2/n6/d9.0 neutral]
ambience_underwater_deep_03,underwater,"sleep_deep,meditation,falling_asleep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.9,8.9,6.1,6.3,6.6,TH_C=6.9[sp5.0/u6.8/n10/d9.0 neutral] | DN_S=8.9[sp9.5/u10.0/n6/d9.0 +deep] | SS_R=6.1[sp5.0/u6.8/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.6[sp5.0/u8.2/n6/d9.0 neutral]
ambience_underwater_deep_04,underwater,"sleep_deep,meditation,falling_asleep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.9,8.9,6.1,6.3,6.6,TH_C=6.9[sp5.0/u6.8/n10/d9.0 neutral] | DN_S=8.9[sp9.5/u10.0/n6/d9.0 +deep] | SS_R=6.1[sp5.0/u6.8/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.6[sp5.0/u8.2/n6/d9.0 neutral]
ambience_underwater_deep_abstract_01,underwater,"meditation,sleep_deep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: deep_abstract = atmospheric depth],6.0,7.7,5.5,5.7,5.5,TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=7.7[sp9.5/u6.0/n6/d9.0 +deep] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]
ambience_underwater_deep_abstract_02,underwater,"meditation,sleep_deep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.0,7.7,5.5,5.7,5.5,TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=7.7[sp9.5/u6.0/n6/d9.0 +deep] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]
ambience_underwater_deep_abstract_03,underwater,"meditation,sleep_deep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.0,7.7,5.5,5.7,5.5,TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=7.7[sp9.5/u6.0/n6/d9.0 +deep] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]
ambience_underwater_deep_abstract_04,underwater,"meditation,sleep_deep",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.0,7.7,5.5,5.7,5.5,TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=7.7[sp9.5/u6.0/n6/d9.0 +deep] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]
ambience_underwater_deep_bubbles_01,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: deep_bubbles = bubble transients → не sleep_deep],6.5,7.0,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=7.0[sp9.5/u3.8/n6/d9.0 +deep] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_deep_bubbles_02,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,7.0,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=7.0[sp9.5/u3.8/n6/d9.0 +deep] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_deep_bubbles_03,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,7.0,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=7.0[sp9.5/u3.8/n6/d9.0 +deep] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_deep_bubble_01,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: deep_bubble = разпръснати bubble transients],6.5,7.0,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=7.0[sp9.5/u3.8/n6/d9.0 +deep] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_deep_bubble_02,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,7.0,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=7.0[sp9.5/u3.8/n6/d9.0 +deep] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_deep_bubble_active_01,underwater,"daily,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: bubble_active = busy bubbles → daily],7.2,6.8,4.8,6.5,6.1,TH_C=7.2[sp5.0/u7.5/n10/d9.0 neutral] | DN_S=6.8[sp9.5/u3.0/n6/d9.0 +deep] | SS_R=4.8[sp3.5/u4.5/n6/d9.0 neutral] | SM_F=6.5[sp5.0/u7.5/n7/d9.0 neutral] | HB_M=6.1[sp5.0/u6.8/n6/d9.0 neutral]
ambience_underwater_deep_bubble_active_02,underwater,"daily,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],7.2,6.8,4.8,6.5,6.1,TH_C=7.2[sp5.0/u7.5/n10/d9.0 neutral] | DN_S=6.8[sp9.5/u3.0/n6/d9.0 +deep] | SS_R=4.8[sp3.5/u4.5/n6/d9.0 neutral] | SM_F=6.5[sp5.0/u7.5/n7/d9.0 neutral] | HB_M=6.1[sp5.0/u6.8/n6/d9.0 neutral]
ambience_underwater_deep_low,underwater,"sleep_deep,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: deep_low = sub-bass masking → anxiety friendly] | [REMOVED anxiety §2.1: insufficient masking depth],6.0,7.9,5.5,5.7,5.5,"TH_C=6.0[sp5.0/u3.8/n10/d9.0 neutral] | DN_S=7.9[sp10.0/u6.0/n6/d9.0 +deep,+low] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=5.7[sp5.0/u4.5/n7/d9.0 neutral] | HB_M=5.5[sp5.0/u4.5/n6/d9.0 neutral]"
ambience_underwater_deep_propeller,underwater,"meditation,daily",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: propeller = mechanical hum],6.3,6.6,4.8,6.3,5.7,TH_C=6.3[sp3.5/u6.8/n10/d9.0 neutral] | DN_S=6.6[sp9.5/u2.2/n6/d9.0 +deep] | SS_R=4.8[sp3.5/u4.5/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.7[sp5.0/u5.2/n6/d9.0 neutral]
ambience_underwater_deep_sub,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — Sleep+SOS критично; sub-frequencies са идеален SOS masker → anxiety] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],5.0,8.3,6.6,5.7,4.3,"TH_C=5.0[sp2.0/u4.5/n10/d9.0 -sub] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +deep,+sub] | SS_R=6.6[sp4.0/u9.8/n6/d9.0 neutral] | SM_F=5.7[sp4.0/u6.0/n7/d9.0 neutral] | HB_M=4.3[sp1.5/u5.2/n6/d9.0 -sub]"
ambience_underwater_designed_subsonic_01,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — subsonic designed = max masking за SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],4.2,8.2,6.2,5.7,3.7,"TH_C=4.2[sp0.0/u4.5/n10/d9.0 -sub,-subsonic] | DN_S=8.2[sp9.5/u7.5/n6/d9.0 +sub] | SS_R=6.2[sp3.0/u9.8/n6/d9.0 neutral] | SM_F=5.7[sp4.0/u6.0/n7/d9.0 neutral] | HB_M=3.7[sp0.0/u5.2/n6/d9.0 -sub,-subsonic]"
ambience_underwater_designed_water_aquarium_bubbles_18,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: aquarium_bubbles = small bright transients],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_designed_water_aquarium_bubbles_32,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _18],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_distant_low_rumble_01,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — distant low rumble = deep masking за SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],5.8,8.3,8.0,5.7,5.5,"TH_C=5.8[sp4.0/u4.5/n10/d9.0 -rumble] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +rumble,+low] | SS_R=8.0[sp7.5/u9.8/n6/d9.0 +distant] | SM_F=5.7[sp4.0/u6.0/n7/d9.0 neutral] | HB_M=5.5[sp4.5/u5.2/n6/d9.0 +distant,-rumble] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
ambience_underwater_distant_low_rumble_02,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_FILENAME_INFERENCE: variant of _01] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],5.8,8.3,8.0,5.7,5.5,"TH_C=5.8[sp4.0/u4.5/n10/d9.0 -rumble] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +rumble,+low] | SS_R=8.0[sp7.5/u9.8/n6/d9.0 +distant] | SM_F=5.7[sp4.0/u6.0/n7/d9.0 neutral] | HB_M=5.5[sp4.5/u5.2/n6/d9.0 +distant,-rumble] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
ambience_underwater_distant_mid_resonance_01,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: mid_resonance = тонал mid-range],6.9,6.2,6.9,6.3,6.9,TH_C=6.9[sp6.0/u5.2/n10/d9.0 neutral] | DN_S=6.2[sp7.5/u3.8/n6/d9.0 neutral] | SS_R=6.9[sp7.5/u6.0/n6/d9.0 +distant] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.9[sp7.5/u6.0/n6/d9.0 +distant]
ambience_underwater_distant_thrill_water_01,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: thrill = текстура без agitation],6.9,6.2,6.9,6.3,6.9,TH_C=6.9[sp6.0/u5.2/n10/d9.0 neutral] | DN_S=6.2[sp7.5/u3.8/n6/d9.0 neutral] | SS_R=6.9[sp7.5/u6.0/n6/d9.0 +distant] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.9[sp7.5/u6.0/n6/d9.0 +distant]
ambience_underwater_distant_thrill_water_02,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.9,6.2,6.9,6.3,6.9,TH_C=6.9[sp6.0/u5.2/n10/d9.0 neutral] | DN_S=6.2[sp7.5/u3.8/n6/d9.0 neutral] | SS_R=6.9[sp7.5/u6.0/n6/d9.0 +distant] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=6.9[sp7.5/u6.0/n6/d9.0 +distant]
ambience_underwater_near_machine_01,underwater,"meditation,daily",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: near_machine = mechanical context],6.5,5.4,4.8,6.3,5.7,TH_C=6.5[sp4.0/u6.8/n10/d9.0 neutral] | DN_S=5.4[sp6.5/u2.2/n6/d9.0 neutral] | SS_R=4.8[sp3.5/u4.5/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.7[sp5.0/u5.2/n6/d9.0 neutral]
ambience_underwater_near_machine_02,underwater,"meditation,daily",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _01],6.5,5.4,4.8,6.3,5.7,TH_C=6.5[sp4.0/u6.8/n10/d9.0 neutral] | DN_S=5.4[sp6.5/u2.2/n6/d9.0 neutral] | SS_R=4.8[sp3.5/u4.5/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.7[sp5.0/u5.2/n6/d9.0 neutral]
ambience_underwater_small_bubbles_02,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: small_bubbles = subtle texture],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_submarine_underwater,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — submarine deep hum = constant masking за SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],5.0,8.3,6.6,5.7,3.7,"TH_C=5.0[sp2.0/u4.5/n10/d9.0 -sub] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +sub,+submarine] | SS_R=6.6[sp4.0/u9.8/n6/d9.0 neutral] | SM_F=5.7[sp4.0/u6.0/n7/d9.0 neutral] | HB_M=3.7[sp0.0/u5.2/n6/d9.0 -sub,-submarine]"
ambience_underwater_tub_underwater_loop,underwater,"falling_asleep,relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: tub loop = controlled environment],7.5,7.3,6.7,7.1,7.1,TH_C=7.5[sp5.0/u8.2/n10/d10.0 neutral] | DN_S=7.3[sp6.5/u8.2/n6/d10.0 neutral] | SS_R=6.7[sp5.0/u8.2/n6/d10.0 neutral] | SM_F=7.1[sp5.0/u9.0/n7/d10.0 neutral] | HB_M=7.1[sp5.0/u9.8/n6/d10.0 neutral]
